Sample_ID,Feature_1,Feature_2,Feature_3
2362,6.96,4023.06,-4132.33
2363,-9.45,16855.21,-5476.96
2364,-7.53,38786.04,-5204.51
2365,-8.7,43270.08,-4638.99
2366,-9.1,36796.36,-5721.74
2367,1.39,3027.95,-886.21
2368,-2.98,39971.79,-6446.52
2369,7.56,6951.9,-3935.87
2370,-0.34,17083.1,-3021.01
2371,1.37,29987.67,6746.65
2372,3.41,27079.36,-552.01
2373,8.88,21511.5,-3199.21
2374,3.52,32729.16,5061.51
2375,8.56,786.76,-3834.91
2376,7.52,41554.63,-4056.62
2377,-2.97,15498.67,-8174.12
2378,1.9,9126.18,-2278.84
2379,8.4,45518.64,-3921.1
2380,-3.99,308.13,-5696.91
2381,-8.21,10243.83,-7005.39
2382,8.15,25622.43,-4423.54
2383,-8.97,14715.14,-5572.08
2384,-10.07,16463.69,-6325.37
2385,1.41,66813.25,-649.87
2386,9.28,5195.0,-4355.11
2387,1.5,15383.45,-1455.04
2388,8.42,32450.82,-3302.31
2389,8.51,49067.24,-3844.57
2390,-8.1,19575.89,-3799.71
2391,-1.0,31039.14,-1387.51
2392,2.4,40000.2,5262.46
2393,-3.64,423.74,-8361.75
2394,-9.81,18976.28,-5117.71
2395,1.51,2118.65,-1342.07
2396,-4.53,10913.68,-6371.52
2397,-4.65,14789.22,-8373.28
2398,-9.47,14429.72,-5612.58
2399,3.41,1924.19,-2503.98
2400,-9.33,27695.91,-6020.05
2401,6.68,69915.25,-3696.34
2402,8.92,26181.15,-4546.77
2403,8.12,1802.65,-4034.87
2404,-7.67,40591.78,-6563.53
2405,-4.02,70107.17,-5098.94
2406,1.79,31491.54,7262.18
2407,3.14,6273.31,6126.78
2408,-10.1,36231.65,-7292.57
2409,9.17,13669.6,-5274.29
2410,-3.75,20681.99,-7246.31
2411,7.69,16288.32,-2530.87
2412,-9.3,43072.22,-4340.5
2413,8.42,25995.16,-3427.67
2414,-9.87,52741.09,-5649.2
2415,1.81,37540.57,-701.34
2416,3.52,53171.55,-1867.75
2417,1.51,27827.33,-22.87
2418,-1.53,52505.24,-7195.63
2419,-8.19,6413.02,-5571.31
2420,8.07,18830.6,-4549.58
2421,8.34,11757.34,-5393.01
2422,3.52,31903.57,-1080.13
2423,7.03,493.69,-5507.3
2424,-4.52,3492.01,-8650.35
2425,-8.87,2.04,-4951.14
2426,-8.02,51775.5,-5851.08
2427,1.47,31031.26,-1522.57
2428,8.56,20706.73,-4176.6
2429,-8.76,29092.89,-6838.38
2430,3.01,1170.2,7108.2
2431,1.34,30337.43,-3409.33
2432,-2.43,74823.99,-6197.0
2433,0.41,24504.96,-1822.98
2434,-8.14,34227.11,-6329.18
2435,5.07,2319.69,5824.09
2436,6.78,17452.55,-4636.79
2437,-2.32,46754.7,-6364.17
2438,-3.72,50529.55,-5998.6
2439,9.86,11624.89,-5486.59
2440,-3.48,38400.41,-6300.29
2441,7.52,3323.65,-4915.26
2442,-10.55,40050.36,-6424.66
2443,7.91,33925.1,-5143.08
2444,-10.0,21506.64,-5473.65
2445,2.94,40500.3,-1077.19
2446,-9.78,35979.5,-6564.76
2447,-9.87,30112.53,-5482.65
2448,2.37,39690.13,6014.03
2449,2.9,24167.32,5127.9
2450,3.09,41265.66,6454.03
2451,2.83,26459.2,-1693.49
2452,-8.65,29950.89,-6295.96
2453,-3.64,1163.27,-8316.31
2454,7.91,43086.29,-4675.1
2455,0.78,30049.55,-2622.71
2456,0.46,36170.93,-2826.02
2457,2.78,26298.26,6442.44
2458,9.62,41657.6,-3593.52
2459,-8.51,2870.73,-5110.0
2460,-5.44,39630.49,-5643.68
2461,2.03,69157.33,-2270.08
2462,1.72,21864.44,-2233.3
2463,7.73,6879.37,-4367.99
2464,2.32,7986.86,6007.68
2465,0.07,41507.84,-440.88
2466,3.48,12922.99,5214.86
2467,2.31,26103.63,6311.53
2468,0.99,31845.71,-2823.59
2469,1.72,5155.31,-1368.16
2470,2.02,4989.34,-1919.43
2471,7.86,19087.1,-5065.59
2472,-10.68,36094.57,-7328.05
2473,2.03,194.44,6069.56
2474,3.97,27198.21,6978.47
2475,4.01,39837.75,5752.22
2476,1.74,7973.63,7171.61
2477,6.5,1873.57,-2729.66
2478,1.65,3686.24,-1900.23
2479,3.73,25668.1,6512.67
2480,9.55,53689.66,-5685.05
2481,1.05,36841.61,-726.3
2482,7.44,48702.97,-5048.82
2483,4.18,33092.02,5400.36
2484,2.6,51433.73,5980.9
2485,-7.94,7457.52,-6173.96
2486,-9.41,3612.52,-6849.91
2487,3.96,42418.65,4278.54
2488,1.37,32329.31,-1184.79
2489,8.26,528.56,-3220.16
2490,8.8,25498.03,-3801.75
2491,3.34,29168.02,-218.33
2492,1.99,35773.78,5863.51
2493,-7.57,38109.79,-6388.94
2494,-2.1,46911.8,-9467.35
2495,-8.62,18309.88,-6398.47
2496,0.88,1405.09,-2251.99
2497,-4.28,10377.7,-7466.35
2498,-1.79,14462.08,-7505.29
2499,2.57,51.0,6632.53
2500,7.86,34382.75,-3401.29
2501,2.48,40811.0,27.94
2502,7.34,89628.56,-4438.1
2503,7.13,40931.75,-4195.98
2504,1.98,5072.35,-3721.07
2505,3.07,55742.08,-472.43
2506,-9.45,56327.52,-6187.76
2507,8.22,43993.04,-4328.85
2508,-4.37,11576.66,-4809.49
2509,1.29,3.26,-2332.22
2510,-4.58,19704.1,-6417.0
2511,8.56,17613.42,-3267.59
2512,2.56,13848.31,-1748.29
2513,8.01,226.26,-3467.99
2514,2.85,38278.98,7888.58
2515,-9.93,18747.2,-6447.33
2516,1.98,23126.85,-2128.36
2517,1.46,5440.56,-2671.43
2518,4.23,41173.33,5662.05
2519,-2.07,10685.73,-9184.49
2520,9.5,3059.08,-3683.79
2521,6.09,12034.97,-3425.26
2522,4.23,62232.61,5666.33
2523,-8.99,41558.17,-4538.58
2524,2.54,4531.88,-2904.46
2525,2.95,7138.0,-2484.4
2526,1.29,32062.99,-2417.03
2527,-2.83,84352.73,-6432.14
2528,1.66,13579.84,-2226.56
2529,6.9,11738.48,-5713.11
2530,1.55,32111.56,-2324.91
2531,-4.16,20589.72,-4864.73
2532,2.19,8438.43,5463.79
2533,2.8,6175.2,5779.8
2534,-10.13,5843.31,-4231.84
2535,-2.82,41369.64,-6261.74
2536,-4.89,4959.25,-8436.29
2537,-3.17,32646.49,-7504.44
2538,-10.31,5406.75,-7027.99
2539,8.7,23661.46,-3938.33
2540,6.83,29855.23,-3219.04
2541,-3.52,33408.87,-7519.21
2542,8.11,17898.37,-3517.19
2543,-9.01,39206.52,-5059.24
2544,0.97,71166.13,4817.82
2545,2.69,56313.5,-3579.95
2546,-2.3,49382.3,-6146.46
2547,1.05,15519.18,-1147.47
2548,-10.42,10369.07,-7389.2
2549,-4.66,56535.02,-8086.09
2550,1.45,12378.75,-2346.58
2551,-3.86,25586.95,-6853.32
2552,-4.87,23212.33,-5929.74
2553,-9.75,12818.75,-6290.15
2554,-3.1,37776.7,-5312.67
2555,-8.84,1317.73,-5606.02
2556,2.54,54589.87,-2355.18
2557,8.48,65380.14,-4682.9
2558,-3.42,5507.88,-5965.81
2559,9.1,46964.19,-5377.99
2560,-9.26,35156.95,-6157.14
2561,2.09,39556.18,-1731.15
2562,1.05,28221.36,-2784.73
2563,7.18,31418.63,-4155.09
2564,2.63,5549.43,401.15
2565,7.87,21938.01,-4902.84
2566,3.6,35587.51,4567.7
2567,-3.56,28931.84,-7038.81
2568,0.79,37901.11,-2590.04
2569,-2.94,2998.96,-6032.99
2570,2.07,7755.76,4747.59
2571,9.8,17271.96,-2338.23
2572,2.93,163.55,5439.53
2573,-9.27,24045.68,-7421.8
2574,-4.58,20867.5,-6683.29
2575,3.36,49541.31,-4829.61
2576,1.33,6709.12,-390.04
2577,0.03,36393.99,-3640.25
2578,-3.63,22541.7,-6486.82
2579,2.48,5477.13,6401.64
2580,-10.15,29591.4,-6445.53
2581,7.52,55073.8,-3059.68
2582,0.69,44661.8,-5280.81
2583,-9.78,23328.53,-5087.19
2584,1.58,153.46,-954.77
2585,3.02,13251.46,-2037.87
2586,7.82,42075.16,-2902.11
2587,2.35,40983.46,-2208.28
2588,7.33,41534.76,-4196.74
2589,1.25,9369.19,-2012.6
2590,-2.95,27887.63,-6313.76
2591,-9.42,25869.71,-6204.14
2592,1.88,913.17,5313.48
2593,2.21,4155.95,-1168.44
2594,1.76,8430.04,-857.56
2595,-4.79,4878.86,-7813.21
2596,1.64,17619.93,4156.31
2597,6.56,4051.8,-2292.48
2598,6.95,39860.62,-5268.61
2599,4.3,38481.98,6122.83
2600,-8.6,28234.97,-6222.55
2601,-9.5,1367.46,-6509.4
2602,1.77,737.17,5660.04
2603,-9.45,61041.52,-5388.27
2604,-10.11,17276.57,-7330.69
2605,-2.06,5262.0,-7280.14
2606,-2.87,27765.24,-7269.99
2607,2.23,37493.41,7072.64
2608,2.33,38711.51,6949.83
2609,-2.53,42362.79,-6267.09
2610,7.37,32037.81,-4938.94
2611,2.38,29023.97,-3461.05
2612,-9.44,53728.95,-6593.82
2613,-8.29,52998.32,-4544.69
2614,-4.19,52849.93,-6048.08
2615,8.73,50024.43,-5082.15
2616,-4.43,48302.45,-6828.68
2617,1.89,39273.87,-2388.39
2618,1.42,24400.55,-2124.5
2619,1.55,11981.27,-1474.61
2620,2.55,43469.04,6522.86
2621,7.57,20645.9,-4381.7
2622,3.39,36575.08,6648.9
2623,-4.2,25836.98,-8391.16
2624,-4.19,46626.42,-5909.25
2625,3.01,5706.32,6040.63
2626,9.04,4514.9,-2909.12
2627,-8.06,2176.02,-6645.81
2628,-4.11,42550.3,-5505.39
2629,1.64,19206.83,-564.97
2630,4.11,44211.25,4987.99
2631,2.5,70407.43,5266.55
2632,7.68,34915.05,-6076.11
2633,2.07,36492.19,6588.9
2634,-10.92,8472.01,-7736.37
2635,4.1,44158.68,6976.56
2636,4.4,30305.23,6723.51
2637,6.34,320.83,-3646.75
2638,1.15,24884.13,-1949.21
2639,1.5,27739.08,-3835.29
2640,4.65,36926.78,5596.52
2641,-8.13,43415.73,-5599.74
2642,6.27,59840.43,-5460.27
2643,-3.2,48676.46,-5257.92
2644,-7.5,45210.04,-7040.25
2645,1.54,13305.13,-1848.79
2646,-8.62,3800.56,-5305.35
2647,3.39,14710.98,5920.73
2648,10.88,31325.67,-2642.5
2649,-10.72,31348.93,-6430.93
2650,1.04,29820.82,-2425.06
2651,-10.1,27642.53,-4572.92
2652,-3.4,49557.65,-8295.19
2653,3.5,3419.55,6544.17
2654,6.97,28138.11,-2953.5
2655,7.46,35058.41,-5294.44
2656,3.06,6993.71,5463.13
2657,-7.32,41346.12,-7193.92
2658,-4.04,5881.96,-9208.56
2659,8.95,20901.47,-4830.72
2660,9.65,68806.71,-4431.02
2661,-3.26,42829.67,-6112.62
2662,-2.3,8730.14,-7071.18
2663,7.77,28038.55,-4039.67
2664,8.83,29848.82,-2358.25
2665,7.98,51745.2,-2182.7
2666,-9.42,84793.63,-5503.54
2667,3.22,23344.82,-2247.65
2668,-2.6,19643.62,-8003.37
2669,4.6,37360.86,4992.21
2670,-2.87,49999.31,-6800.83
2671,8.82,16326.73,-2697.44
2672,8.64,5570.17,-5562.2
2673,2.7,4772.16,-1770.69
2674,-1.85,30279.5,-7635.99
2675,0.09,5055.14,-1871.15
2676,7.39,64051.38,-4677.97
2677,2.72,24926.75,5147.01
2678,2.29,46248.4,2793.97
2679,2.06,7285.0,4958.81
2680,4.29,30946.67,5311.96
2681,8.5,3138.04,-4727.26
2682,0.62,58306.46,-1589.74
2683,1.91,3501.29,7196.13
2684,2.23,21890.78,4099.61
2685,3.74,26494.4,7258.03
2686,-8.72,7808.54,-5595.04
2687,2.32,24591.83,7766.95
2688,7.42,28221.22,-2666.41
2689,-2.84,22355.52,-6926.87
2690,-7.67,2527.88,-8450.21
2691,1.52,51786.17,7218.52
2692,8.61,16809.01,-4597.31
2693,9.29,52682.77,-4256.72
2694,3.49,31295.72,3649.93
2695,0.78,60327.85,-2760.68
2696,7.5,7117.14,-5088.68
2697,-9.11,47978.64,-6233.93
2698,-3.35,71398.35,-7894.74
2699,1.3,52108.57,-2905.87
2700,2.82,21143.9,6501.7
2701,4.6,18128.95,5802.65
2702,-8.84,13325.49,-6354.13
2703,-9.65,7622.16,-6520.28
2704,-9.44,25902.11,-5858.13
2705,3.12,38852.74,6240.96
2706,2.74,62323.52,5867.29
2707,4.36,8445.39,4535.88
2708,2.86,42274.86,4292.23
2709,2.62,33675.34,5761.06
2710,2.71,40366.08,-1379.14
2711,7.75,42504.4,-3683.64
2712,8.17,34308.28,-4429.71
2713,-8.93,38952.67,-6290.25
2714,-3.61,34427.78,-7717.56
2715,-11.07,20578.61,-7648.11
2716,6.94,18426.06,-4353.67
2717,6.27,33192.48,-5244.46
2718,1.04,1904.75,-3078.63
2719,-8.95,13576.92,-6658.4
2720,3.38,19630.51,6908.78
2721,2.89,39558.34,7884.92
2722,3.82,59557.11,8071.01
2723,-3.87,58482.57,-7373.32
2724,-8.05,18961.43,-7367.88
2725,2.79,27510.62,5434.74
2726,-2.6,9479.01,-6305.79
2727,-4.0,44325.33,-6707.79
2728,1.81,47734.59,-3344.99
2729,2.98,62174.86,6609.11
2730,-1.99,65144.96,-8029.78
2731,8.34,54362.0,-2899.57
2732,1.38,54277.55,-2090.65
2733,9.06,29539.15,-5947.81
2734,1.24,39760.39,5550.51
2735,-1.79,44990.44,-8232.64
2736,-8.3,11190.74,-5662.15
2737,3.79,43683.25,5609.99
2738,-4.03,64475.38,-5966.84
2739,7.23,8415.82,-3589.42
2740,-3.24,4372.2,-6387.33
2741,1.55,35385.53,6538.73
2742,-9.48,30809.35,-5355.87
2743,0.29,67774.54,-4642.46
2744,2.52,32051.63,-1623.32
2745,8.62,31475.8,-3989.39
2746,4.04,35599.21,4271.36
2747,2.22,12891.13,7107.76
2748,6.11,40794.75,-5487.03
2749,0.44,42756.5,-1499.93
2750,-2.9,28675.84,-6120.54
2751,1.52,21552.76,-3095.08
2752,-4.91,2637.7,-7518.26
2753,-8.69,15923.82,-7573.84
2754,1.63,18248.52,-4228.27
2755,7.13,50522.43,-3390.36
2756,3.13,30113.66,6803.8
2757,4.17,2250.23,7020.34
2758,0.54,37458.05,-3294.85
2759,1.97,9581.07,-2607.86
2760,7.18,56519.38,-3820.58
2761,-10.13,57354.32,-4727.1
2762,7.61,17879.87,-6189.98
2763,2.2,11501.69,5792.31
2764,-11.06,46294.81,-7610.01
2765,-3.29,49289.36,-4760.32
2766,9.56,10856.58,-2187.06
2767,2.79,6802.88,-1697.07
2768,-3.31,14604.05,-7547.68
2769,4.54,22335.31,3880.14
2770,4.5,38323.47,4625.27
2771,-9.01,33553.06,-6204.07
2772,-4.4,57901.13,-7286.53
2773,6.98,22657.37,-4406.9
2774,6.46,4792.78,-4782.03
2775,1.72,2882.83,-2907.57
2776,-5.13,56964.09,-7566.16
2777,-4.62,15060.02,-8071.99
2778,-2.97,21397.64,-7870.03
2779,1.97,38481.46,-1131.49
2780,1.57,53089.15,-1937.2
2781,-3.64,19427.79,-7745.6
2782,-3.99,22874.24,-6613.79
2783,-8.99,8455.68,-6899.24
2784,9.4,57241.64,-3473.69
2785,6.85,65152.44,-1246.99
2786,2.25,61934.33,-2161.63
2787,3.04,1282.24,6190.95
2788,1.51,3754.31,4909.42
2789,-8.12,59990.7,-6484.75
2790,-4.78,43738.22,-5668.06
2791,2.46,47590.46,-1275.78
2792,2.1,12075.95,-2651.47
2793,7.86,1561.84,-4044.05
2794,0.85,4674.89,-2849.2
2795,-4.09,38330.86,-7440.32
2796,2.55,24103.96,-3348.55
2797,2.89,42043.87,5838.76
2798,7.45,32122.1,-4143.53
2799,6.87,1630.07,-5851.54
2800,-9.38,7032.42,-5259.18
2801,3.15,16362.21,7257.22
2802,6.14,8118.8,5938.87
2803,-2.51,55354.21,-6655.5
2804,-1.77,11215.33,-7827.59
2805,8.95,34093.98,-2835.15
2806,4.15,17176.31,6004.32
2807,7.8,34247.38,-2915.95
2808,3.03,27649.62,-3834.69
2809,-1.15,52670.34,-6820.48
2810,0.68,35276.36,-1744.46
2811,2.01,44293.21,-460.09
2812,-4.17,61269.44,-6860.95
2813,2.56,8047.05,-2889.84
2814,-2.98,36055.96,-6359.7
2815,2.79,8510.55,-3889.27
2816,-3.19,14707.86,-8626.79
2817,3.08,46517.84,-2423.33
2818,4.06,3043.81,5928.1
2819,2.51,213.69,6186.13
2820,2.84,47068.51,-3047.82
2821,4.68,8353.74,5822.84
2822,3.49,40442.76,4743.57
2823,2.43,15129.21,-2223.21
2824,-3.81,74418.27,-7888.56
2825,3.44,5875.59,-2059.71
2826,3.32,35146.38,-4051.46
2827,5.47,38270.68,7599.53
2828,2.49,9292.06,6366.9
2829,-2.89,33910.14,-6498.32
2830,-5.22,22504.91,-5694.69
2831,6.35,4945.1,-4431.73
2832,2.7,62225.62,-999.46
2833,-3.83,4245.84,-7434.04
2834,-11.69,16417.61,-5548.93
2835,3.12,57758.31,6356.11
2836,4.29,40539.9,-2606.75
2837,-2.06,42225.25,-7188.71
2838,7.27,32424.33,-3980.43
2839,-9.96,19646.56,-6784.22
2840,7.21,1001.61,-4653.1
2841,1.34,55261.07,-1861.54
2842,8.32,30778.88,-5501.44
2843,6.9,40403.29,-3739.08
2844,10.22,6799.44,-3046.64
2845,-3.3,51675.43,-9417.14
2846,3.63,15851.13,5264.1
2847,-2.44,46015.68,-6340.7
2848,3.8,21658.59,5736.96
2849,7.39,3466.65,-4389.66
2850,1.03,30274.2,-1759.64
2851,7.14,13987.64,-3491.38
2852,7.04,9292.25,-2647.4
2853,-3.52,88679.24,-7451.05
2854,1.9,27714.34,-2804.05
2855,-3.52,40202.03,-7793.7
2856,4.08,32916.46,5212.62
2857,-2.97,19276.47,-7271.82
2858,0.24,3097.36,-2173.46
2859,3.53,12196.9,-861.42
2860,4.32,7015.76,7460.45
2861,-9.94,55514.57,-5671.72
2862,-9.82,7864.58,-6426.87
2863,8.04,60738.24,-4840.58
2864,-1.93,27175.44,-7513.22
2865,-8.8,52876.41,-4977.56
2866,1.67,4724.17,-3922.74
2867,8.23,745.57,-5577.17
2868,6.81,55662.58,-2676.99
2869,-10.26,32158.49,-5969.32
2870,3.14,41294.89,-3256.4
2871,-9.86,23439.25,-6776.72
2872,1.67,56446.5,5325.27
2873,0.84,24767.27,-639.97
2874,-4.06,15389.56,-6900.66
2875,5.81,31113.04,-5038.02
2876,8.23,7173.1,-3453.36
2877,1.39,35622.5,5559.83
2878,1.44,10607.31,-1315.79
2879,2.08,45914.04,6215.89
2880,-7.58,28360.22,-3168.11
2881,1.06,410.41,-2044.47
2882,3.57,47615.07,7211.89
2883,8.03,25387.49,-3745.53
2884,-2.83,11933.95,-7530.97
2885,-3.65,30913.12,-7177.88
2886,-10.95,1732.74,-6461.42
2887,-3.74,38639.36,-7278.25
2888,1.6,10029.33,-887.39
2889,8.03,4180.9,-2853.08
2890,-10.24,52014.92,-5225.31
2891,-7.64,14037.02,-5957.02
2892,2.64,56712.61,6110.7
2893,2.53,51518.27,11.04
2894,1.86,41739.06,-1651.8
2895,1.22,52969.2,6139.77
2896,-9.68,789.05,-4813.86
2897,-2.99,8148.11,-6354.5
2898,2.36,27293.63,4313.25
2899,-10.05,35478.47,-5931.31
2900,-3.55,37343.32,-7562.27
2901,-7.72,2.66,-6556.21
2902,-8.31,2730.3,-7683.75
2903,-3.51,37697.95,-8428.55
2904,2.68,23163.62,-2889.5
2905,3.07,40376.73,-884.03
2906,-3.33,18606.46,-5972.41
2907,-9.77,35170.4,-5645.68
2908,8.44,57184.31,-3929.84
2909,-8.71,42976.21,-6978.12
2910,-6.02,59031.72,-8885.82
2911,-7.43,71037.0,-8814.93
2912,4.29,8351.86,-1464.46
2913,-8.9,784.57,-6120.73
2914,-1.1,35666.31,-8717.03
2915,1.28,31863.89,-4012.98
2916,-2.34,15452.05,-5386.84
2917,8.31,48685.45,-3445.49
2918,5.22,78951.79,-3114.63
2919,9.53,77695.63,-4659.62
2920,-2.73,2148.95,-7175.79
2921,-1.41,37454.47,-6438.17
2922,7.7,75985.51,-3867.68
2923,-3.28,16105.28,-6728.37
2924,-3.01,29015.7,-8031.47
2925,4.23,11879.75,7175.1
2926,2.9,9706.16,-3592.42
2927,1.25,21721.59,-2978.54
2928,2.33,51489.17,6914.89
2929,2.09,41448.63,-2847.59
2930,6.53,14966.66,-5918.11
2931,2.61,45267.74,7118.45
2932,2.52,64501.55,3061.61
2933,3.99,51486.32,-1451.24
2934,1.36,12908.35,6301.49
2935,-8.32,8872.96,-5538.58
2936,5.31,47818.07,-4208.25
2937,7.21,8110.87,-3372.5
2938,9.17,35030.55,-2928.28
2939,9.33,50674.91,-5365.05
2940,-1.02,9375.98,-4122.9
2941,-4.47,2110.09,-6483.87
2942,7.41,39710.15,-4072.65
2943,1.58,30667.6,5615.78
2944,9.36,17714.71,-5166.49
2945,0.94,11380.95,-4173.92
2946,-0.1,8583.99,6828.94
2947,7.84,28793.11,-3707.05
2948,4.1,16997.27,6979.2
2949,2.77,42036.15,5911.18
2950,6.2,16593.93,-3636.05
2951,0.53,31538.54,-2230.1
2952,1.74,26702.02,-3567.91
2953,3.83,17422.57,5378.5
2954,7.31,46634.3,-4572.4
2955,3.49,13750.03,7022.06
2956,3.3,48713.3,7345.1
2957,1.29,34944.76,-2173.92
2958,-4.44,13227.05,-6398.3
2959,3.63,4973.85,6706.46
2960,7.16,12731.72,-5259.98
2961,-8.77,28932.14,-6180.81
2962,9.86,20914.13,-3937.79
2963,7.9,49312.79,-3504.13
2964,-8.91,53953.74,-6310.28
2965,1.89,4727.24,-3044.23
2966,-0.45,40933.76,-2805.54
2967,-3.11,44980.27,-6187.72
2968,2.16,27674.55,6008.13
2969,2.56,38193.62,-3399.62
2970,4.5,15516.02,-2701.59
2971,-2.5,12286.86,-7489.84
2972,1.14,39810.67,-2096.77
2973,-2.91,9269.2,-4984.09
2974,1.81,7870.63,5595.11
2975,3.52,38284.74,5488.75
2976,7.93,36099.82,-3325.79
2977,2.25,11560.0,-1866.05
2978,1.34,7303.1,-1146.45
2979,8.48,56095.25,-4059.96
2980,2.38,4397.57,-3361.44
2981,7.14,24838.26,-6029.87
2982,-8.16,31307.02,-6353.86
2983,-4.84,30129.84,-6997.02
2984,-2.26,11068.79,-8073.58
2985,1.88,3484.4,-532.62
2986,-10.19,1315.7,-5808.36
2987,-10.75,16491.72,-5262.2
2988,-3.67,11301.66,-6829.63
2989,8.08,36366.49,-1451.69
2990,1.87,40363.38,5002.1
2991,0.45,48953.51,-1790.13
2992,-2.66,65180.51,-8441.38
2993,-4.79,285.56,-8419.16
2994,-3.91,33726.87,-6156.52
2995,3.02,27680.02,6895.73
2996,7.55,46640.12,-5325.6
2997,8.35,2115.49,-4758.98
2998,-2.71,25022.92,-6611.72
2999,5.96,3205.01,-3568.0
